,Content ID,Reaction Type,Datetime,Content type,Category,Sentiment,Score,,,,Category,Sum,Count,Datetime,Month,Count post,,Month,Count post
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,1/10/2021 0:00,photo,healthy eating,positive,72,,,,,,,1/10/2021,1,2126,,,
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,9/20/2020 0:00,photo,healthy eating,negative,15,,,,,,,9/20/2020,9,2022,,,
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,7/20/2020 0:00,photo,healthy eating,positive,70,,,,,,,7/20/2020,7,2070,,,
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/24/2020 0:00,photo,healthy eating,positive,72,,,,,,,10/24/2020,10,2056,,,
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,6/6/2021 0:00,photo,healthy eating,positive,30,,,,,,,6/6/2021,6,2021,,,
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,12/25/2020 0:00,photo,healthy eating,positive,60,,,,,,,12/25/2020,12,2092,,,
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,6/14/2021 0:00,photo,healthy eating,positive,50,,,,,,,6/14/2021,6,2021,,,
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,6/5/2021 0:00,photo,healthy eating,positive,50,,,,,,,6/5/2021,6,2021,,,
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,11/18/2020 0:00,photo,healthy eating,negative,5,,,,,,,11/18/2020,11,2034,,,
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,5/9/2021 0:00,photo,healthy eating,positive,30,,,,,,,5/9/2021,5,2138,,,
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,5/11/2021 0:00,photo,healthy eating,negative,10,,,,,,,5/11/2021,5,2138,,,
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,11/12/2020 0:00,photo,healthy eating,neutral,35,,,,,,,11/12/2020,11,2034,,,
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,6/21/2020 0:00,photo,healthy eating,positive,60,,,,,,,6/21/2020,6,2021,,,
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,3/4/2021 0:00,photo,healthy eating,positive,75,,,,,,,3/4/2021,3,2012,,,
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,7/9/2020 0:00,photo,healthy eating,positive,70,,,,,,,7/9/2020,7,2070,,,
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,8/1/2020 0:00,photo,healthy eating,negative,5,,,,,,,8/1/2020,8,2114,,,
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11/23/2020 0:00,photo,healthy eating,negative,10,,,,,,,11/23/2020,11,2034,,,
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,12/11/2020 0:00,photo,healthy eating,negative,15,,,,,,,12/11/2020,12,2092,,,
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,4/23/2021 0:00,photo,healthy eating,negative,10,,,,,,,4/23/2021,4,1974,,,
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,11/13/2020 0:00,photo,healthy eating,positive,70,,,,,,,11/13/2020,11,2034,,,
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,6/9/2021 0:00,photo,healthy eating,positive,30,,,,,,,6/9/2021,6,2021,,,
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,10/29/2020 0:00,photo,healthy eating,positive,65,,,,,,,10/29/2020,10,2056,,,
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,5/14/2021 0:00,photo,healthy eating,positive,60,,,,,,,5/14/2021,5,2138,,,
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,8/4/2020 0:00,photo,healthy eating,negative,0,,,,,,,8/4/2020,8,2114,,,
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,8/7/2020 0:00,photo,healthy eating,positive,72,,,,,,,8/7/2020,8,2114,,,
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/23/2020 0:00,photo,healthy eating,positive,72,,,,,,,10/23/2020,10,2056,,,
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,11/14/2020 0:00,photo,healthy eating,positive,72,,,,,,,11/14/2020,11,2034,,,
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,8/4/2020 0:00,photo,healthy eating,negative,12,,,,,,,8/4/2020,8,2114,,,
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,11/12/2020 0:00,photo,healthy eating,positive,30,,,,,,,11/12/2020,11,2034,,,
95,356fff80-da4d-4785-9f43-bc1261031dc6,worried,4/3/2021 0:00,photo,technology,negative,12,,,,,,,4/3/2021,4,1974,,,
96,356fff80-da4d-4785-9f43-bc1261031dc6,want,9/27/2020 0:00,photo,technology,positive,70,,,,,,,9/27/2020,9,2022,,,
97,356fff80-da4d-4785-9f43-bc1261031dc6,heart,10/27/2020 0:00,photo,technology,positive,60,,,,,,,10/27/2020,10,2056,,,
98,356fff80-da4d-4785-9f43-bc1261031dc6,scared,10/15/2020 0:00,photo,technology,negative,15,,,,,,,10/15/2020,10,2056,,,
99,356fff80-da4d-4785-9f43-bc1261031dc6,heart,5/7/2021 0:00,photo,technology,positive,60,,,,,,,5/7/2021,5,2138,,,
100,356fff80-da4d-4785-9f43-bc1261031dc6,hate,9/16/2020 0:00,photo,technology,negative,5,,,,,,,9/16/2020,9,2022,,,
101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,10/29/2020 0:00,photo,technology,neutral,20,,,,,,,10/29/2020,10,2056,,,
103,01ab84dd-6364-4236-abbb-3f237db77180,scared,5/24/2021 0:00,video,food,negative,15,,,,,,,5/24/2021,5,2138,,,
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2/25/2021 0:00,GIF,cooking,positive,30,,,,,,,2/25/2021,2,1914,,,
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,5/2/2021 0:00,GIF,cooking,negative,5,,,,,,,5/2/2021,5,2138,,,
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,1/28/2021 0:00,GIF,cooking,positive,70,,,,,,,1/28/2021,1,2126,,,
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2/15/2021 0:00,GIF,cooking,neutral,35,,,,,,,2/15/2021,2,1914,,,
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,11/4/2020 0:00,GIF,cooking,negative,10,,,,,,,11/4/2020,11,2034,,,
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,6/23/2020 0:00,GIF,cooking,positive,65,,,,,,,6/23/2020,6,2021,,,
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2/16/2021 0:00,GIF,cooking,positive,70,,,,,,,2/16/2021,2,1914,,,
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,1/3/2021 0:00,GIF,cooking,positive,30,,,,,,,1/3/2021,1,2126,,,
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,11/25/2020 0:00,GIF,cooking,positive,72,,,,,,,11/25/2020,11,2034,,,
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,12/3/2020 0:00,GIF,cooking,positive,50,,,,,,,12/3/2020,12,2092,,,
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,5/22/2021 0:00,GIF,cooking,positive,50,,,,,,,5/22/2021,5,2138,,,
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,1/18/2021 0:00,GIF,cooking,positive,70,,,,,,,1/18/2021,1,2126,,,
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,1/6/2021 0:00,GIF,cooking,neutral,20,,,,,,,1/6/2021,1,2126,,,
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,5/14/2021 0:00,GIF,cooking,positive,72,,,,,,,5/14/2021,5,2138,,,
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,5/27/2021 0:00,GIF,cooking,negative,12,,,,,,,5/27/2021,5,2138,,,
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,7/21/2020 0:00,GIF,cooking,neutral,35,,,,,,,7/21/2020,7,2070,,,
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,5/26/2021 0:00,GIF,cooking,negative,10,,,,,,,5/26/2021,5,2138,,,
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2/25/2021 0:00,GIF,cooking,negative,10,,,,,,,2/25/2021,2,1914,,,
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,12/7/2020 0:00,GIF,cooking,positive,45,,,,,,,12/7/2020,12,2092,,,
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,10/24/2020 0:00,GIF,cooking,neutral,20,,,,,,,10/24/2020,10,2056,,,
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,9/1/2020 0:00,GIF,cooking,neutral,35,,,,,,,9/1/2020,9,2022,,,
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,5/10/2021 0:00,GIF,cooking,positive,72,,,,,,,5/10/2021,5,2138,,,
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2/12/2021 0:00,video,dogs,positive,70,,,,,,,2/12/2021,2,1914,,,
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,4/28/2021 0:00,video,dogs,positive,60,,,,,,,4/28/2021,4,1974,,,
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,1/24/2021 0:00,video,dogs,positive,45,,,,,,,1/24/2021,1,2126,,,
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,3/18/2021 0:00,video,dogs,negative,12,,,,,,,3/18/2021,3,2012,,,
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,1/14/2021 0:00,video,dogs,negative,0,,,,,,,1/14/2021,1,2126,,,
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,12/23/2020 0:00,video,dogs,positive,60,,,,,,,12/23/2020,12,2092,,,
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,5/21/2021 0:00,video,dogs,negative,5,,,,,,,5/21/2021,5,2138,,,
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,3/28/2021 0:00,video,dogs,positive,50,,,,,,,3/28/2021,3,2012,,,
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,9/16/2020 0:00,video,dogs,neutral,35,,,,,,,9/16/2020,9,2022,,,
137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,11/8/2020 0:00,video,dogs,neutral,20,,,,,,,11/8/2020,11,2034,,,
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,3/6/2021 0:00,video,dogs,positive,60,,,,,,,3/6/2021,3,2012,,,
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,1/13/2021 0:00,video,dogs,negative,0,,,,,,,1/13/2021,1,2126,,,
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,9/6/2020 0:00,video,dogs,positive,70,,,,,,,9/6/2020,9,2022,,,
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,6/24/2020 0:00,video,dogs,positive,30,,,,,,,6/24/2020,6,2021,,,
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2/7/2021 0:00,video,dogs,negative,5,,,,,,,2/7/2021,2,1914,,,
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,1/21/2021 0:00,video,dogs,positive,45,,,,,,,1/21/2021,1,2126,,,
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2/27/2021 0:00,video,dogs,negative,10,,,,,,,2/27/2021,2,1914,,,
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,8/22/2020 0:00,video,dogs,negative,12,,,,,,,8/22/2020,8,2114,,,
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,8/3/2020 0:00,video,dogs,positive,70,,,,,,,8/3/2020,8,2114,,,
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,8/2/2020 0:00,video,dogs,negative,15,,,,,,,8/2/2020,8,2114,,,
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,6/4/2021 0:00,video,dogs,positive,70,,,,,,,6/4/2021,6,2021,,,
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,10/21/2020 0:00,video,dogs,positive,75,,,,,,,10/21/2020,10,2056,,,
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,12/26/2020 0:00,video,dogs,negative,10,,,,,,,12/26/2020,12,2092,,,
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,3/2/2021 0:00,video,dogs,negative,15,,,,,,,3/2/2021,3,2012,,,
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,3/31/2021 0:00,video,dogs,neutral,20,,,,,,,3/31/2021,3,2012,,,
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,6/14/2021 0:00,video,dogs,positive,30,,,,,,,6/14/2021,6,2021,,,
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,12/27/2020 0:00,video,dogs,negative,15,,,,,,,12/27/2020,12,2092,,,
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2/11/2021 0:00,video,dogs,negative,15,,,,,,,2/11/2021,2,1914,,,
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,12/7/2020 0:00,video,dogs,positive,30,,,,,,,12/7/2020,12,2092,,,
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,12/28/2020 0:00,video,dogs,positive,30,,,,,,,12/28/2020,12,2092,,,
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,10/26/2020 0:00,video,dogs,positive,30,,,,,,,10/26/2020,10,2056,,,
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,9/26/2020 0:00,video,dogs,negative,12,,,,,,,9/26/2020,9,2022,,,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11/25/2020 0:00,video,dogs,negative,15,,,,,,,11/25/2020,11,2034,,,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,7/11/2020 0:00,video,dogs,positive,60,,,,,,,7/11/2020,7,2070,,,
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,3/19/2021 0:00,video,dogs,positive,60,,,,,,,3/19/2021,3,2012,,,
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,10/11/2020 0:00,video,dogs,positive,30,,,,,,,10/11/2020,10,2056,,,
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11/2/2020 0:00,video,dogs,positive,60,,,,,,,11/2/2020,11,2034,,,
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,10/1/2020 0:00,video,dogs,positive,70,,,,,,,10/1/2020,10,2056,,,
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2/11/2021 0:00,video,dogs,negative,0,,,,,,,2/11/2021,2,1914,,,
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2/7/2021 0:00,video,dogs,positive,70,,,,,,,2/7/2021,2,1914,,,
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,10/17/2020 0:00,video,dogs,negative,5,,,,,,,10/17/2020,10,2056,,,
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,8/9/2020 0:00,video,dogs,positive,50,,,,,,,8/9/2020,8,2114,,,
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2/1/2021 0:00,video,dogs,positive,65,,,,,,,2/1/2021,2,1914,,,
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,1/30/2021 0:00,video,dogs,positive,72,,,,,,,1/30/2021,1,2126,,,
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,3/31/2021 0:00,video,technology,positive,70,,,,,,,3/31/2021,3,2012,,,
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2/5/2021 0:00,video,technology,positive,75,,,,,,,2/5/2021,2,1914,,,
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2/19/2021 0:00,video,technology,positive,60,,,,,,,2/19/2021,2,1914,,,
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,7/25/2020 0:00,video,technology,negative,12,,,,,,,7/25/2020,7,2070,,,
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,7/13/2020 0:00,photo,soccer,positive,72,,,,,,,7/13/2020,7,2070,,,
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,1/13/2021 0:00,photo,soccer,neutral,20,,,,,,,1/13/2021,1,2126,,,
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,1/2/2021 0:00,photo,soccer,negative,12,,,,,,,1/2/2021,1,2126,,,
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,11/26/2020 0:00,photo,soccer,positive,45,,,,,,,11/26/2020,11,2034,,,
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,8/25/2020 0:00,photo,soccer,positive,70,,,,,,,8/25/2020,8,2114,,,
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2/1/2021 0:00,photo,soccer,negative,5,,,,,,,2/1/2021,2,1914,,,
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,6/4/2021 0:00,photo,soccer,positive,65,,,,,,,6/4/2021,6,2021,,,
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,8/19/2020 0:00,photo,soccer,positive,72,,,,,,,8/19/2020,8,2114,,,
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,4/22/2021 0:00,photo,soccer,positive,70,,,,,,,4/22/2021,4,1974,,,
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,6/26/2020 0:00,photo,soccer,positive,75,,,,,,,6/26/2020,6,2021,,,
